node_idx,op,type,ne,decoded_params,src_refs,block_idx,macro_op_id,macro_kind
916,CONT,f32,6144x1x1x1,,n915,15,241,attn_gate_out
917,UNARY,f32,6144x1x1x1,unary=sigmoid(7),n916,15,241,attn_gate_out
918,MUL,f32,6144x1x1x1,,n914;n917,15,241,attn_gate_out
919,MUL_MAT,f32,5120x1x1x1,,l250;n918,15,242,o_gemv
920,ADD,f32,5120x1x1x1,,n919;n888,15,243,residual_add
921,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n920,15,244,rmsnorm
922,MUL,f32,5120x1x1x1,,n921;l251,15,244,rmsnorm
923,MUL_MAT,f32,17408x1x1x1,,l252;n922,15,245,ffn_fused
924,MUL_MAT,f32,17408x1x1x1,,l253;n922,15,245,ffn_fused
925,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n923;n924,15,245,ffn_fused
926,MUL_MAT,f32,5120x1x1x1,,l254;n925,15,245,ffn_fused
927,ADD,f32,5120x1x1x1,,n926;n920,15,246,residual_add
928,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n927,16,247,rmsnorm
929,MUL,f32,5120x1x1x1,,n928;l255,16,247,rmsnorm
930,RESHAPE,f32,30720x1x1x1,,l256,16,248,conv_state_shift
931,VIEW,f32,0x1x1x1,offset=0,n930,16,248,conv_state_shift
932,SCALE,f32,0x1x1x1,scale=0 bias=0,n931,16,248,conv_state_shift
933,GET_ROWS,f32,30720x1x1x1,,n930;l6,16,248,conv_state_shift
934,GET_ROWS,f32,30720x0x1x1,,n930;l7,16,248,conv_state_shift
935,VIEW,f32,30720x0x1x1,offset=122880,l256,16,248,conv_state_shift
936,CPY,f32,30720x0x1x1,,n934;n935,16,248,conv_state_shift
937,RESHAPE,f32,3x10240x1x1,,n933,16,248,conv_state_shift
938,MUL_MAT,f32,10240x1x1x1,,l257;n929,16,249,qkv_mmvq
939,RESHAPE,f32,10240x1x1x1,,n938,16,249,qkv_mmvq
940,TRANSPOSE,f32,1x10240x1x1,,n939,16,249,qkv_mmvq
941,CONCAT,f32,4x10240x1x1,dim=0,n937;n940,16,250,conv_concat_store
942,VIEW,f32,3x10240x1x1,offset=4,n941,16,250,conv_concat_store
943,VIEW,f32,30720x1x1x1,offset=0,l256,16,250,conv_concat_store
944,CPY,f32,30720x1x1x1,,n942;n943,16,250,conv_concat_store
945,RESHAPE,f32,786432x1x1x1,,l258,16,251,ssm_state_fetch
946,VIEW,f32,0x1x1x1,offset=0,n945,16,251,ssm_state_fetch
947,SCALE,f32,0x1x1x1,scale=0 bias=0,n946,16,251,ssm_state_fetch
948,GET_ROWS,f32,786432x1x1x1,,n945;l6,16,251,ssm_state_fetch
949,GET_ROWS,f32,786432x0x1x1,,n945;l7,16,251,ssm_state_fetch
950,VIEW,f32,786432x0x1x1,offset=3145728,l258,16,251,ssm_state_fetch
951,CPY,f32,786432x0x1x1,,n949;n950,16,251,ssm_state_fetch
952,SSM_CONV,f32,10240x1x1x1,,n941;l259,16,252,ssm_conv_silu
953,UNARY,f32,10240x1x1x1,unary=silu(10),n952,16,252,ssm_conv_silu
954,VIEW,f32,128x16x1x1,offset=0,n953,16,253,qk_l2norm
955,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n954,16,253,qk_l2norm
956,VIEW,f32,128x16x1x1,offset=8192,n953,16,253,qk_l2norm
957,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n956,16,253,qk_l2norm
958,VIEW,f32,128x48x1x1,offset=16384,n953,16,253,qk_l2norm
959,MUL_MAT,f32,48x1x1x1,,l260;n929,16,254,gdn_gates
960,RESHAPE,f32,48x1x1x1,,n959,16,254,gdn_gates
961,ADD,f32,48x1x1x1,,n960;l261,16,254,gdn_gates
962,UNARY,f32,48x1x1x1,unary=softplus(15),n961,16,254,gdn_gates
963,MUL,f32,48x1x1x1,,n962;l262,16,254,gdn_gates
964,RESHAPE,f32,1x48x1x1,,n963,16,254,gdn_gates
965,MUL_MAT,f32,48x1x1x1,,l263;n929,16,254,gdn_gates
966,RESHAPE,f32,1x48x1x1,,n965,16,254,gdn_gates
967,UNARY,f32,1x48x1x1,unary=sigmoid(7),n966,16,254,gdn_gates
968,RESHAPE,f32,128x128x48x1,,n948,16,251,ssm_state_fetch
969,RESHAPE,f32,786432x1x1x1,,n968,16,251,ssm_state_fetch
970,GATED_DELTA_NET,f32,6144x129x1x1,,n955;n957;n958;n964;n967;n969,16,255,deltanet_step
971,VIEW,f32,128x128x48x1,offset=24576,n970,16,256,ssm_state_store
972,VIEW,f32,786432x1x1x1,offset=0,l258,16,256,ssm_state_store
973,CPY,f32,786432x1x1x1,,n971;n972,16,256,ssm_state_store
974,VIEW,f32,128x48x1x1,offset=0,n970,16,257,gated_out_norm
975,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n974,16,257,gated_out_norm
976,MUL,f32,128x48x1x1,,n975;l264,16,257,gated_out_norm
977,MUL_MAT,f32,6144x1x1x1,,l265;n929,16,257,gated_out_norm
978,RESHAPE,f32,128x48x1x1,,n977,16,257,gated_out_norm
979,UNARY,f32,128x48x1x1,unary=silu(10),n978,16,257,gated_out_norm
980,MUL,f32,128x48x1x1,,n976;n979,16,257,gated_out_norm
981,RESHAPE,f32,6144x1x1x1,,n980,16,257,gated_out_norm
982,MUL_MAT,f32,5120x1x1x1,,l266;n981,16,258,out_proj_ar16
983,RESHAPE,f32,5120x1x1x1,,n982,16,258,out_proj_ar16
984,ADD,f32,5120x1x1x1,,n983;n927,16,259,residual_add
985,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n984,16,260,rmsnorm
986,MUL,f32,5120x1x1x1,,n985;l267,16,260,rmsnorm
987,MUL_MAT,f32,17408x1x1x1,,l268;n986,16,261,ffn_fused
988,MUL_MAT,f32,17408x1x1x1,,l269;n986,16,261,ffn_fused
989,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n987;n988,16,261,ffn_fused
990,MUL_MAT,f32,5120x1x1x1,,l270;n989,16,261,ffn_fused
991,ADD,f32,5120x1x1x1,,n990;n984,16,262,residual_add
992,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n991,17,263,rmsnorm
993,MUL,f32,5120x1x1x1,,n992;l271,17,263,rmsnorm
994,RESHAPE,f32,30720x1x1x1,,l272,17,264,conv_state_shift
995,VIEW,f32,0x1x1x1,offset=0,n994,17,264,conv_state_shift
996,SCALE,f32,0x1x1x1,scale=0 bias=0,n995,17,264,conv_state_shift
997,GET_ROWS,f32,30720x1x1x1,,n994;l6,17,264,conv_state_shift
998,GET_ROWS,f32,30720x0x1x1,,n994;l7,17,264,conv_state_shift
999,VIEW,f32,30720x0x1x1,offset=122880,l272,17,264,conv_state_shift
1000,CPY,f32,30720x0x1x1,,n998;n999,17,264,conv_state_shift
1001,RESHAPE,f32,3x10240x1x1,,n997,17,264,conv_state_shift
1002,MUL_MAT,f32,10240x1x1x1,,l273;n993,17,265,qkv_mmvq
1003,RESHAPE,f32,10240x1x1x1,,n1002,17,265,qkv_mmvq
1004,TRANSPOSE,f32,1x10240x1x1,,n1003,17,265,qkv_mmvq
1005,CONCAT,f32,4x10240x1x1,dim=0,n1001;n1004,17,266,conv_concat_store
1006,VIEW,f32,3x10240x1x1,offset=4,n1005,17,266,conv_concat_store
1007,VIEW,f32,30720x1x1x1,offset=0,l272,17,266,conv_concat_store
1008,CPY,f32,30720x1x1x1,,n1006;n1007,17,266,conv_concat_store
1009,RESHAPE,f32,786432x1x1x1,,l274,17,267,ssm_state_fetch
1010,VIEW,f32,0x1x1x1,offset=0,n1009,17,267,ssm_state_fetch
1011,SCALE,f32,0x1x1x1,scale=0 bias=0,n1010,17,267,ssm_state_fetch
1012,GET_ROWS,f32,786432x1x1x1,,n1009;l6,17,267,ssm_state_fetch
1013,GET_ROWS,f32,786432x0x1x1,,n1009;l7,17,267,ssm_state_fetch
1014,VIEW,f32,786432x0x1x1,offset=3145728,l274,17,267,ssm_state_fetch
1015,CPY,f32,786432x0x1x1,,n1013;n1014,17,267,ssm_state_fetch
1016,SSM_CONV,f32,10240x1x1x1,,n1005;l275,17,268,ssm_conv_silu
1017,UNARY,f32,10240x1x1x1,unary=silu(10),n1016,17,268,ssm_conv_silu
1018,VIEW,f32,128x16x1x1,offset=0,n1017,17,269,qk_l2norm
1019,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1018,17,269,qk_l2norm
1020,VIEW,f32,128x16x1x1,offset=8192,n1017,17,269,qk_l2norm
1021,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1020,17,269,qk_l2norm
1022,VIEW,f32,128x48x1x1,offset=16384,n1017,17,269,qk_l2norm
1023,MUL_MAT,f32,48x1x1x1,,l276;n993,17,270,gdn_gates
1024,RESHAPE,f32,48x1x1x1,,n1023,17,270,gdn_gates
1025,ADD,f32,48x1x1x1,,n1024;l277,17,270,gdn_gates
1026,UNARY,f32,48x1x1x1,unary=softplus(15),n1025,17,270,gdn_gates
1027,MUL,f32,48x1x1x1,,n1026;l278,17,270,gdn_gates
1028,RESHAPE,f32,1x48x1x1,,n1027,17,270,gdn_gates
1029,MUL_MAT,f32,48x1x1x1,,l279;n993,17,270,gdn_gates
1030,RESHAPE,f32,1x48x1x1,,n1029,17,270,gdn_gates
1031,UNARY,f32,1x48x1x1,unary=sigmoid(7),n1030,17,270,gdn_gates
1032,RESHAPE,f32,128x128x48x1,,n1012,17,267,ssm_state_fetch
1033,RESHAPE,f32,786432x1x1x1,,n1032,17,267,ssm_state_fetch
1034,GATED_DELTA_NET,f32,6144x129x1x1,,n1019;n1021;n1022;n1028;n1031;n1033,17,271,deltanet_step
1035,VIEW,f32,128x128x48x1,offset=24576,n1034,17,272,ssm_state_store
1036,VIEW,f32,786432x1x1x1,offset=0,l274,17,272,ssm_state_store
1037,CPY,f32,786432x1x1x1,,n1035;n1036,17,272,ssm_state_store
1038,VIEW,f32,128x48x1x1,offset=0,n1034,17,273,gated_out_norm
1039,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n1038,17,273,gated_out_norm
1040,MUL,f32,128x48x1x1,,n1039;l280,17,273,gated_out_norm
1041,MUL_MAT,f32,6144x1x1x1,,l281;n993,17,273,gated_out_norm
1042,RESHAPE,f32,128x48x1x1,,n1041,17,273,gated_out_norm
1043,UNARY,f32,128x48x1x1,unary=silu(10),n1042,17,273,gated_out_norm
1044,MUL,f32,128x48x1x1,,n1040;n1043,17,273,gated_out_norm
1045,RESHAPE,f32,6144x1x1x1,,n1044,17,273,gated_out_norm
1046,MUL_MAT,f32,5120x1x1x1,,l282;n1045,17,274,out_proj_ar16
1047,RESHAPE,f32,5120x1x1x1,,n1046,17,274,out_proj_ar16
1048,ADD,f32,5120x1x1x1,,n1047;n991,17,275,residual_add
1049,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1048,17,276,rmsnorm
1050,MUL,f32,5120x1x1x1,,n1049;l283,17,276,rmsnorm
1051,MUL_MAT,f32,17408x1x1x1,,l284;n1050,17,277,ffn_fused
1052,MUL_MAT,f32,17408x1x1x1,,l285;n1050,17,277,ffn_fused
1053,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n1051;n1052,17,277,ffn_fused
1054,MUL_MAT,f32,5120x1x1x1,,l286;n1053,17,277,ffn_fused
1055,ADD,f32,5120x1x1x1,,n1054;n1048,17,278,residual_add
1056,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1055,18,279,rmsnorm
1057,MUL,f32,5120x1x1x1,,n1056;l287,18,279,rmsnorm
1058,RESHAPE,f32,30720x1x1x1,,l288,18,280,conv_state_shift
1059,VIEW,f32,0x1x1x1,offset=0,n1058,18,280,conv_state_shift
1060,SCALE,f32,0x1x1x1,scale=0 bias=0,n1059,18,280,conv_state_shift
1061,GET_ROWS,f32,30720x1x1x1,,n1058;l6,18,280,conv_state_shift
1062,GET_ROWS,f32,30720x0x1x1,,n1058;l7,18,280,conv_state_shift
1063,VIEW,f32,30720x0x1x1,offset=122880,l288,18,280,conv_state_shift
1064,CPY,f32,30720x0x1x1,,n1062;n1063,18,280,conv_state_shift
1065,RESHAPE,f32,3x10240x1x1,,n1061,18,280,conv_state_shift
1066,MUL_MAT,f32,10240x1x1x1,,l289;n1057,18,281,qkv_mmvq
1067,RESHAPE,f32,10240x1x1x1,,n1066,18,281,qkv_mmvq
1068,TRANSPOSE,f32,1x10240x1x1,,n1067,18,281,qkv_mmvq
1069,CONCAT,f32,4x10240x1x1,dim=0,n1065;n1068,18,282,conv_concat_store
1070,VIEW,f32,3x10240x1x1,offset=4,n1069,18,282,conv_concat_store
1071,VIEW,f32,30720x1x1x1,offset=0,l288,18,282,conv_concat_store
1072,CPY,f32,30720x1x1x1,,n1070;n1071,18,282,conv_concat_store
1073,RESHAPE,f32,786432x1x1x1,,l290,18,283,ssm_state_fetch
1074,VIEW,f32,0x1x1x1,offset=0,n1073,18,283,ssm_state_fetch
1075,SCALE,f32,0x1x1x1,scale=0 bias=0,n1074,18,283,ssm_state_fetch
1076,GET_ROWS,f32,786432x1x1x1,,n1073;l6,18,283,ssm_state_fetch
1077,GET_ROWS,f32,786432x0x1x1,,n1073;l7,18,283,ssm_state_fetch
1078,VIEW,f32,786432x0x1x1,offset=3145728,l290,18,283,ssm_state_fetch
1079,CPY,f32,786432x0x1x1,,n1077;n1078,18,283,ssm_state_fetch
1080,SSM_CONV,f32,10240x1x1x1,,n1069;l291,18,284,ssm_conv_silu
1081,UNARY,f32,10240x1x1x1,unary=silu(10),n1080,18,284,ssm_conv_silu
1082,VIEW,f32,128x16x1x1,offset=0,n1081,18,285,qk_l2norm
1083,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1082,18,285,qk_l2norm
1084,VIEW,f32,128x16x1x1,offset=8192,n1081,18,285,qk_l2norm
1085,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1084,18,285,qk_l2norm
1086,VIEW,f32,128x48x1x1,offset=16384,n1081,18,285,qk_l2norm
1087,MUL_MAT,f32,48x1x1x1,,l292;n1057,18,286,gdn_gates
1088,RESHAPE,f32,48x1x1x1,,n1087,18,286,gdn_gates
1089,ADD,f32,48x1x1x1,,n1088;l293,18,286,gdn_gates
1090,UNARY,f32,48x1x1x1,unary=softplus(15),n1089,18,286,gdn_gates
1091,MUL,f32,48x1x1x1,,n1090;l294,18,286,gdn_gates
1092,RESHAPE,f32,1x48x1x1,,n1091,18,286,gdn_gates
1093,MUL_MAT,f32,48x1x1x1,,l295;n1057,18,286,gdn_gates
1094,RESHAPE,f32,1x48x1x1,,n1093,18,286,gdn_gates
1095,UNARY,f32,1x48x1x1,unary=sigmoid(7),n1094,18,286,gdn_gates
1096,RESHAPE,f32,128x128x48x1,,n1076,18,283,ssm_state_fetch
1097,RESHAPE,f32,786432x1x1x1,,n1096,18,283,ssm_state_fetch
1098,GATED_DELTA_NET,f32,6144x129x1x1,,n1083;n1085;n1086;n1092;n1095;n1097,18,287,deltanet_step
1099,VIEW,f32,128x128x48x1,offset=24576,n1098,18,288,ssm_state_store
1100,VIEW,f32,786432x1x1x1,offset=0,l290,18,288,ssm_state_store
1101,CPY,f32,786432x1x1x1,,n1099;n1100,18,288,ssm_state_store
1102,VIEW,f32,128x48x1x1,offset=0,n1098,18,289,gated_out_norm
1103,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n1102,18,289,gated_out_norm
1104,MUL,f32,128x48x1x1,,n1103;l296,18,289,gated_out_norm
1105,MUL_MAT,f32,6144x1x1x1,,l297;n1057,18,289,gated_out_norm
1106,RESHAPE,f32,128x48x1x1,,n1105,18,289,gated_out_norm
1107,UNARY,f32,128x48x1x1,unary=silu(10),n1106,18,289,gated_out_norm
1108,MUL,f32,128x48x1x1,,n1104;n1107,18,289,gated_out_norm
1109,RESHAPE,f32,6144x1x1x1,,n1108,18,289,gated_out_norm
1110,MUL_MAT,f32,5120x1x1x1,,l298;n1109,18,290,out_proj_ar16
1111,RESHAPE,f32,5120x1x1x1,,n1110,18,290,out_proj_ar16
1112,ADD,f32,5120x1x1x1,,n1111;n1055,18,291,residual_add
1113,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1112,18,292,rmsnorm
1114,MUL,f32,5120x1x1x1,,n1113;l299,18,292,rmsnorm
1115,MUL_MAT,f32,17408x1x1x1,,l300;n1114,18,293,ffn_fused
1116,MUL_MAT,f32,17408x1x1x1,,l301;n1114,18,293,ffn_fused
1117,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n1115;n1116,18,293,ffn_fused
1118,MUL_MAT,f32,5120x1x1x1,,l302;n1117,18,293,ffn_fused
1119,ADD,f32,5120x1x1x1,,n1118;n1112,18,294,residual_add
1120,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1119,19,295,rmsnorm
1121,MUL,f32,5120x1x1x1,,n1120;l303,19,295,rmsnorm
1122,MUL_MAT,f32,12288x1x1x1,,l304;n1121,19,296,q_gemv_norm_rope
1123,VIEW,f32,256x24x1x1,offset=0,n1122,19,296,q_gemv_norm_rope
1124,RMS_NORM,f32,256x24x1x1,eps=9.999999975e-07,n1123,19,296,q_gemv_norm_rope
1125,MUL,f32,256x24x1x1,,n1124;l305,19,296,q_gemv_norm_rope
1126,ROPE,f32,256x24x1x1,n_dims=64 mode=IMROPE(40) n_ctx_orig=262144 freq_base=10000000 freq_scale=1 ext_factor=0 attn_factor=1 beta_fast=32 beta_slow=1 sections=[11 11 10 0],n1125;l57,19,296,q_gemv_norm_rope
1127,MUL_MAT,f32,1024x1x1x1,,l306;n1121,19,297,v_gemv
1128,RESHAPE,f32,256x4x1x1,,n1127,19,297,v_gemv
1129,MUL_MAT,f32,1024x1x1x1,,l307;n1121,19,298,k_gemv_norm_rope
1130,RESHAPE,f32,256x4x1x1,,n1129,19,298,k_gemv_norm_rope
1131,RMS_NORM,f32,256x4x1x1,eps=9.999999975e-07,n1130,19,298,k_gemv_norm_rope
1132,MUL,f32,256x4x1x1,,n1131;l308,19,298,k_gemv_norm_rope
1133,ROPE,f32,256x4x1x1,n_dims=64 mode=IMROPE(40) n_ctx_orig=262144 freq_base=10000000 freq_scale=1 ext_factor=0 attn_factor=1 beta_fast=32 beta_slow=1 sections=[11 11 10 0],n1132;l57,19,298,k_gemv_norm_rope
1134,VIEW,f32,1024x1x1x1,offset=0,n1133,19,299,kv_append
1135,SET_ROWS,f16,1024x262144x1x1,,n1134;l61;l309,19,299,kv_append
1136,VIEW,f32,1024x1x1x1,offset=0,n1128,19,299,kv_append
1137,SET_ROWS,f16,1024x262144x1x1,,n1136;l63;l310,19,299,kv_append
1138,VIEW,f32,256x24x1x1,offset=0,n1126,19,300,fattn_prep
1139,PERMUTE,f32,256x1x24x1,axes=[0 2 1 3],n1138,19,300,fattn_prep
1140,VIEW,f16,256x4x33024x1,offset=0,l309,19,300,fattn_prep
1141,PERMUTE,f16,256x33024x4x1,axes=[0 2 1 3],n1140,19,300,fattn_prep
1142,VIEW,f16,256x4x33024x1,offset=0,l310,19,300,fattn_prep
1143,PERMUTE,f16,256x33024x4x1,axes=[0 2 1 3],n1142,19,300,fattn_prep
1144,FLASH_ATTN_EXT,f32,256x24x1x1,scale=0.0625 max_bias=0 logit_softcap=0 prec=10,n1139;n1141;n1143;n219,19,301,fattn_decode
1145,RESHAPE,f32,6144x1x1x1,,n1144,19,302,attn_gate_out
1146,VIEW,f32,256x24x1x1,offset=1024,n1122,19,302,attn_gate_out
1147,CONT,f32,6144x1x1x1,,n1146,19,302,attn_gate_out
1148,UNARY,f32,6144x1x1x1,unary=sigmoid(7),n1147,19,302,attn_gate_out
1149,MUL,f32,6144x1x1x1,,n1145;n1148,19,302,attn_gate_out
1150,MUL_MAT,f32,5120x1x1x1,,l311;n1149,19,303,o_gemv
1151,ADD,f32,5120x1x1x1,,n1150;n1119,19,304,residual_add
1152,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1151,19,305,rmsnorm
1153,MUL,f32,5120x1x1x1,,n1152;l312,19,305,rmsnorm
1154,MUL_MAT,f32,17408x1x1x1,,l313;n1153,19,306,ffn_fused
1155,MUL_MAT,f32,17408x1x1x1,,l314;n1153,19,306,ffn_fused
1156,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n1154;n1155,19,306,ffn_fused
1157,MUL_MAT,f32,5120x1x1x1,,l315;n1156,19,306,ffn_fused
1158,ADD,f32,5120x1x1x1,,n1157;n1151,19,307,residual_add
1159,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1158,20,308,rmsnorm
1160,MUL,f32,5120x1x1x1,,n1159;l316,20,308,rmsnorm
1161,RESHAPE,f32,30720x1x1x1,,l317,20,309,conv_state_shift
1162,VIEW,f32,0x1x1x1,offset=0,n1161,20,309,conv_state_shift
1163,SCALE,f32,0x1x1x1,scale=0 bias=0,n1162,20,309,conv_state_shift
1164,GET_ROWS,f32,30720x1x1x1,,n1161;l6,20,309,conv_state_shift
1165,GET_ROWS,f32,30720x0x1x1,,n1161;l7,20,309,conv_state_shift
1166,VIEW,f32,30720x0x1x1,offset=122880,l317,20,309,conv_state_shift
1167,CPY,f32,30720x0x1x1,,n1165;n1166,20,309,conv_state_shift
1168,RESHAPE,f32,3x10240x1x1,,n1164,20,309,conv_state_shift
1169,MUL_MAT,f32,10240x1x1x1,,l318;n1160,20,310,qkv_mmvq
1170,RESHAPE,f32,10240x1x1x1,,n1169,20,310,qkv_mmvq
1171,TRANSPOSE,f32,1x10240x1x1,,n1170,20,310,qkv_mmvq
1172,CONCAT,f32,4x10240x1x1,dim=0,n1168;n1171,20,311,conv_concat_store
1173,VIEW,f32,3x10240x1x1,offset=4,n1172,20,311,conv_concat_store
1174,VIEW,f32,30720x1x1x1,offset=0,l317,20,311,conv_concat_store
1175,CPY,f32,30720x1x1x1,,n1173;n1174,20,311,conv_concat_store
1176,RESHAPE,f32,786432x1x1x1,,l319,20,312,ssm_state_fetch
1177,VIEW,f32,0x1x1x1,offset=0,n1176,20,312,ssm_state_fetch
1178,SCALE,f32,0x1x1x1,scale=0 bias=0,n1177,20,312,ssm_state_fetch
1179,GET_ROWS,f32,786432x1x1x1,,n1176;l6,20,312,ssm_state_fetch
1180,GET_ROWS,f32,786432x0x1x1,,n1176;l7,20,312,ssm_state_fetch
1181,VIEW,f32,786432x0x1x1,offset=3145728,l319,20,312,ssm_state_fetch
1182,CPY,f32,786432x0x1x1,,n1180;n1181,20,312,ssm_state_fetch
1183,SSM_CONV,f32,10240x1x1x1,,n1172;l320,20,313,ssm_conv_silu
1184,UNARY,f32,10240x1x1x1,unary=silu(10),n1183,20,313,ssm_conv_silu
1185,VIEW,f32,128x16x1x1,offset=0,n1184,20,314,qk_l2norm
1186,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1185,20,314,qk_l2norm
1187,VIEW,f32,128x16x1x1,offset=8192,n1184,20,314,qk_l2norm
1188,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n1187,20,314,qk_l2norm
1189,VIEW,f32,128x48x1x1,offset=16384,n1184,20,314,qk_l2norm
1190,MUL_MAT,f32,48x1x1x1,,l321;n1160,20,315,gdn_gates
1191,RESHAPE,f32,48x1x1x1,,n1190,20,315,gdn_gates
1192,ADD,f32,48x1x1x1,,n1191;l322,20,315,gdn_gates
1193,UNARY,f32,48x1x1x1,unary=softplus(15),n1192,20,315,gdn_gates
1194,MUL,f32,48x1x1x1,,n1193;l323,20,315,gdn_gates
1195,RESHAPE,f32,1x48x1x1,,n1194,20,315,gdn_gates
1196,MUL_MAT,f32,48x1x1x1,,l324;n1160,20,315,gdn_gates
1197,RESHAPE,f32,1x48x1x1,,n1196,20,315,gdn_gates
1198,UNARY,f32,1x48x1x1,unary=sigmoid(7),n1197,20,315,gdn_gates
1199,RESHAPE,f32,128x128x48x1,,n1179,20,312,ssm_state_fetch
1200,RESHAPE,f32,786432x1x1x1,,n1199,20,312,ssm_state_fetch
1201,GATED_DELTA_NET,f32,6144x129x1x1,,n1186;n1188;n1189;n1195;n1198;n1200,20,316,deltanet_step
1202,VIEW,f32,128x128x48x1,offset=24576,n1201,20,317,ssm_state_store
1203,VIEW,f32,786432x1x1x1,offset=0,l319,20,317,ssm_state_store
1204,CPY,f32,786432x1x1x1,,n1202;n1203,20,317,ssm_state_store
1205,VIEW,f32,128x48x1x1,offset=0,n1201,20,318,gated_out_norm
1206,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n1205,20,318,gated_out_norm
1207,MUL,f32,128x48x1x1,,n1206;l325,20,318,gated_out_norm
1208,MUL_MAT,f32,6144x1x1x1,,l326;n1160,20,318,gated_out_norm
1209,RESHAPE,f32,128x48x1x1,,n1208,20,318,gated_out_norm
1210,UNARY,f32,128x48x1x1,unary=silu(10),n1209,20,318,gated_out_norm
1211,MUL,f32,128x48x1x1,,n1207;n1210,20,318,gated_out_norm
1212,RESHAPE,f32,6144x1x1x1,,n1211,20,318,gated_out_norm
1213,MUL_MAT,f32,5120x1x1x1,,l327;n1212,20,319,out_proj_ar16
1214,RESHAPE,f32,5120x1x1x1,,n1213,20,319,out_proj_ar16
1215,ADD,f32,5120x1x1x1,,n1214;n1158,20,320,residual_add
1216,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1215,20,321,rmsnorm
1217,MUL,f32,5120x1x1x1,,n1216;l328,20,321,rmsnorm
1218,MUL_MAT,f32,17408x1x1x1,,l329;n1217,20,322,ffn_fused
1219,MUL_MAT,f32,17408x1x1x1,,l330;n1217,20,322,ffn_fused
1220,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n1218;n1219,20,322,ffn_fused
1221,MUL_MAT,f32,5120x1x1x1,,l331;n1220,20,322,ffn_fused
1222,ADD,f32,5120x1x1x1,,n1221;n1215,20,323,residual_add
1223,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n1222,21,324,rmsnorm
1224,MUL,f32,5120x1x1x1,,n1223;l332,21,324,rmsnorm
1225,RESHAPE,f32,30720x1x1x1,,l333,21,325,conv_state_shift
1226,VIEW,f32,0x1x1x1,offset=0,n1225,21,325,conv_state_shift
1227,SCALE,f32,0x1x1x1,scale=0 bias=0,n1226,21,325,conv_state_shift
1228,GET_ROWS,f32,30720x1x1x1,,n1225;l6,21,325,conv_state_shift
1229,GET_ROWS,f32,30720x0x1x1,,n1225;l7,21,325,conv_state_shift
1230,VIEW,f32,30720x0x1x1,offset=122880,l333,21,325,conv_state_shift
1231,CPY,f32,30720x0x1x1,,n1229;n1230,21,325,conv_state_shift
1232,RESHAPE,f32,3x10240x1x1,,n1228,21,325,conv_state_shift
1233,MUL_MAT,f32,10240x1x1x1,,l334;n1224,21,326,qkv_mmvq
1234,RESHAPE,f32,10240x1x1x1,,n1233,21,326,qkv_mmvq
1235,TRANSPOSE,f32,1x10240x1x1,,n1234,21,326,qkv_mmvq
1236,CONCAT,f32,4x10240x1x1,dim=0,n1232;n1235,21,327,conv_concat_store
1237,VIEW,f32,3x10240x1x1,offset=4,n1236,21,327,conv_concat_store
1238,VIEW,f32,30720x1x1x1,offset=0,l333,21,327,conv_concat_store
1239,CPY,f32,30720x1x1x1,,n1237;n1238,21,327,conv_concat_store
1240,RESHAPE,f32,786432x1x1x1,,l335,21,328,ssm_state_fetch
1241,VIEW,f32,0x1x1x1,offset=0,n1240,21,328,ssm_state_fetch
1242,SCALE,f32,0x1x1x1,scale=0 bias=0,n1241,21,328,ssm_state_fetch
